"","AP4_10_01","AP4_10_02","AP4_10_03","AP4_10_04","AP4_10_05","AP4_10_06","AP4_10_09","AP4_10_10","AP4_10_11","AP4_10_12","AP4_10_14","AP4_10_15","AP4_11_01","AP4_11_02","AP4_11_03","AP4_11_04","AP4_11_05","AP4_11_06","AP4_11_07","AP4_11_08","AP4_11_09","AP4_11_10"
"47202",2,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,2
"47204",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2
"47206",2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"47209",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2
"47211",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
"47213",2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47214",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,2
"47217",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2
"47226",1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47231",1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"47241",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"47246",1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"47250",1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"47252",2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
"47253",1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2
"47256",1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"47258",1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2
"47260",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47264",2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47266",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"47267",2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"47268",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2
"47310",1,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"47319",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47323",1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,2,2,2
"47325",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"47326",1,2,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2
"47344",1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47349",2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"47361",2,1,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47364",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"47367",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47371",1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"47375",2,1,2,1,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2
"47379",2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"47394",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2
"47401",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2
"47404",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"47405",1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"47407",1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"47408",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47409",1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,2
"47410",1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2
"47412",2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47413",1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"47414",2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
"47417",2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2
"47418",1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2
"47428",2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"47435",1,2,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"47441",1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2
"47442",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47443",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,2
"47444",1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2
"47447",1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2
"47452",1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2
"47453",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47454",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47458",1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47459",1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47460",2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"47465",1,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"47469",1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"47473",2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2
"47475",2,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2
"47478",1,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"47479",1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2
"47480",1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"47482",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"47488",2,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2
"47491",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47493",2,1,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47497",2,1,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"47500",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"47501",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47503",1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"47504",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47507",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"47512",1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47514",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47516",2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"47517",1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2
"47518",1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47522",2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2
"47528",1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2
"47529",2,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"47531",1,1,1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
"47540",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2
"47548",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2
"47557",1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2
"47559",2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47561",2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2
"47565",1,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"47566",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47569",1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
"47572",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47586",1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"47591",1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"47593",1,1,1,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"47599",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47601",1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"47602",1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"47608",1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47609",1,1,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"47627",2,1,2,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"47628",1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2
"47633",2,2,1,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2
"47636",1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"47642",1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"47643",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47644",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2
"47645",1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2
"47647",1,1,2,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2
"47648",2,1,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"47653",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47656",2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"47668",1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"47670",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"47675",1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47676",2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"47681",1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"47687",1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"47693",2,1,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
"47695",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47708",1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
"47713",1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"47721",1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2
"47722",1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47723",2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47731",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"47733",1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47737",2,1,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2
"47739",1,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"47751",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2
"47754",2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"47756",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47760",2,1,2,1,1,1,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2
"47762",2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"47763",2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"47764",1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2
"47769",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47775",1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47776",1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47781",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47798",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47800",1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"47801",1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47802",2,1,2,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
"47804",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47814",1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
"47816",1,2,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2
"47818",1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2
"47820",1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2
"47841",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47845",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47857",1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47858",1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"47860",1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47861",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47862",2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"47863",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2
"47864",1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"47865",1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"47866",1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
"47867",1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"47875",1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47876",1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2
"47877",2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"47878",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1
"47886",1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"47894",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47895",1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,2,2
"47899",1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"47904",2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2
"47912",2,1,1,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"47920",1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
"47921",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47924",1,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2
"47926",1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"47928",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47930",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47934",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"47935",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47943",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47945",1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"47946",1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2
"47950",1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2
"47952",2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2
"47955",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2
"47966",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47967",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2
"47970",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2
"47973",1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2
"47974",2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"47976",1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,2,2
"47980",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"47982",1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2
"47989",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47991",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"47993",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"47999",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"48001",2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"48007",1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"48013",1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
"48072",1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2
"48073",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48077",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48080",1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"48083",1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48120",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48121",1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"48146",2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"48176",1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"48180",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48183",1,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"48189",2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"48208",1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2
"48213",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,2
"48216",2,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2
"48220",2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"48229",1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
"48237",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"48248",1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"48268",1,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"48269",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"48271",1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2
"48300",1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"48348",1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"48380",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"48383",1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2
"48387",1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"48389",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48393",2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"48394",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"48398",1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2
"48402",1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2
"48405",1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2
"48444",1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"48447",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"48454",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"48456",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"48457",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"48482",2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"48483",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"48491",2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"48494",2,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"48496",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"48497",1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48499",2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48510",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48517",2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2
"48518",1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,2,2,2
"48519",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"48530",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"48531",1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"48540",1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2
"48570",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"48572",1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1
"48583",1,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
"48584",1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48590",2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2
"48595",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48596",1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2
"48597",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"48608",2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"48611",1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"48638",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"48639",1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"48661",2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"48664",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48668",1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"48675",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48694",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
"48697",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48698",1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"48732",1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
"48733",1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2
"48746",2,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"48753",1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2
"48772",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48776",1,1,2,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,2,2
"48782",1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2
"48786",1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"48806",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"48822",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"48825",1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"48831",1,1,1,1,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
