"","AP4_10_01","AP4_10_02","AP4_10_03","AP4_10_04","AP4_10_05","AP4_10_06","AP4_10_09","AP4_10_10","AP4_10_11","AP4_10_12","AP4_10_14","AP4_10_15","AP4_11_01","AP4_11_02","AP4_11_03","AP4_11_04","AP4_11_05","AP4_11_06","AP4_11_07","AP4_11_08","AP4_11_09","AP4_11_10"
"45195",1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2
"45205",2,1,2,1,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"45219",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45220",1,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45223",1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"45227",2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45239",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45242",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45245",2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2
"45252",2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"45257",1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2
"45270",1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2
"45272",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45273",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"45286",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45289",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45290",1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"45294",1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45296",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45299",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45302",2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45311",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45321",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"45334",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45338",1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"45340",2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45343",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45344",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45347",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45351",1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2
"45357",1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"45358",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45363",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45364",1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"45376",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"45377",1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45379",1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"45381",1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"45382",1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45383",2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"45384",2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"45388",1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"45389",1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2
"45390",1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2
"45395",2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"45396",1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2
"45399",1,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"45401",1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"45404",1,1,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"45409",2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"45411",2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2
"45416",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45430",1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"45435",1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2
"45444",1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"45445",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"45452",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45453",1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,2,2
"45454",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45455",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45459",2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45464",1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"45468",2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2
"45470",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45473",1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,2
"45480",1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"45481",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"45488",1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2
"45493",2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45503",1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2
"45505",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45518",1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"45519",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45533",1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"45534",1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"45538",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45540",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45544",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45562",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45570",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45576",1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2
"45580",1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"45587",2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45588",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2
"45607",1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
"45612",1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2
"45613",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45617",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45618",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45620",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45623",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"45631",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45641",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45643",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45646",1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"45650",1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2
"45655",1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2
"45659",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2
"45660",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45662",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45664",1,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,2,2
"45665",1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45670",1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45679",1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"45680",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45684",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"45685",2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"45686",1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2
"45687",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45703",1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2
"45709",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45714",1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1
"45717",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45721",2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45724",2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"45725",2,1,2,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1
"45726",1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45735",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45737",1,2,2,1,2,2,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2
"45741",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45742",1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"45746",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"45747",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"45750",1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45765",1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45781",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"45793",1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"45794",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45820",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45822",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45824",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45826",2,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"45828",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45831",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45838",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45840",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45849",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45850",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45880",2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"45882",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45883",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45886",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45902",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"45905",1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45907",2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"45911",2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2
"45914",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45932",1,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"45935",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45937",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45947",1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2
"45957",2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"45962",2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"45964",1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45973",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"45979",1,2,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2
"45993",2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2
"45994",1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2
"46001",1,1,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"46006",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46009",1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"46011",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46015",1,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"46025",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46027",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"46029",2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"46037",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"46040",1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
"46052",1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2
"46055",2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"46057",1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2
"46061",2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"46082",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46084",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"46094",1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"46127",2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"46139",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46159",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46163",2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"46171",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46172",2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"46176",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46197",2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46208",1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
"46217",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"46226",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46229",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46244",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46246",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46252",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46254",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46262",1,1,1,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2
"46279",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46301",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46311",2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"46312",1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
"46334",1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46365",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46380",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46390",2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46398",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46402",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"46406",1,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2
"46410",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"46418",1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2
"46426",2,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2
"46428",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46439",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46446",1,1,1,1,1,2,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"46457",2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46459",2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"46462",2,2,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"46465",1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"46466",1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"46484",1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46493",2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"46507",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46519",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46537",2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"46548",2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"46553",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46556",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46567",2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"46569",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46570",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"46574",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46601",1,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2
"46607",1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"46629",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46644",1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2
"46677",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"46689",2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46721",2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2
"46736",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"46738",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46793",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46814",1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"46817",1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46842",1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"46876",1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2
"46877",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46888",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"46917",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46936",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46958",1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46970",1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2
"46981",2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"46995",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47000",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47001",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47011",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"47012",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47027",2,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,2
"47043",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47061",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2
"47062",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"47063",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47065",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"47067",1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"47075",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47076",1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
"47079",1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47081",1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"47086",1,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47092",1,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2
"47100",1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"47111",1,1,1,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"47120",1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"47121",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1
"47127",2,1,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"47131",2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"47135",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"47137",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47138",1,2,1,2,2,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2
"47139",1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1
"47140",1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"47142",1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2
"47147",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47152",1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"47156",1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2
"47157",1,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,2
"47159",2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2
"47172",1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2
"47184",1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,2,1,2,2
"47188",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"47193",1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"47198",2,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2
